id,created_at,source,original_text,clean_text,sentiment,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,possibly_sensitive,hashtags,user_mentions,place,place_coord_boundaries
1198803137538265088,Mon Nov 25 03:18:35 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Men with sticks attack tents where peaceful, interesting discussions occur. #nottheonion #beirut https://t.co/FeF8GqYJLs",Men sticks attack tents peaceful interesting discussions occur,"Sentiment(polarity=0.375, subjectivity=0.5)",0.375,0.5,en,9,7,habib_b,False,"nottheonion, beirut",,Beirut ,
1198783790367301633,Mon Nov 25 02:01:42 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#NotTheOnion: This may be needed tonight for the #Packers to come back if the current trends continue. https://t.co/rahMXFqhht,This may needed tonight come back current trends continue,"Sentiment(polarity=0.0, subjectivity=0.2)",0.0,0.2,en,2,0,jsorgi,False,"NotTheOnion, Packers",,"Milwaukee, WI",
1198755016355581953,Mon Nov 25 00:07:22 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @TheMossadIL: @ADL @SachaBaronCohen Of course our thoughts are in line with SBC's. 
How can we possibly be an effective parody account i…",Of course thoughts line SBC 's How possibly effective parody account i…,"Sentiment(polarity=0.6, subjectivity=0.8)",0.6,0.8,en,0,6,AstronavtNASA,,,"TheMossadIL, ADL, SachaBaronCohen",,
1198719772566999047,Sun Nov 24 21:47:19 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@TheOnion The onion or #NotTheOnion 😂🤷🏼‍♀️,The onion 🤷‍️,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,braveryhs_lt,,NotTheOnion,TheOnion,"Kentucky, USA",
1198714041201377280,Sun Nov 24 21:24:33 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",RT @4PawShop: #nottheonion Queen cancels Prince Andrew's 60th birthday party https://t.co/pDVFidjuP3 https://t.co/GA5oXyiqcm https://t.co/S…,Queen cancels Prince Andrew 's 60th birthday party,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,2,PokerCenter,False,nottheonion,4PawShop,Germany/Deutschland,
1198714039234256896,Sun Nov 24 21:24:32 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",RT @4PawShop: #nottheonion Queen cancels Prince Andrew's 60th birthday party https://t.co/pDVFidjuP3 https://t.co/GA5oXyiqcm https://t.co/S…,Queen cancels Prince Andrew 's 60th birthday party,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,2,hellogadget_st,False,nottheonion,4PawShop,Canada,
1198713917129674752,Sun Nov 24 21:24:03 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",#nottheonion Queen cancels Prince Andrew's 60th birthday party https://t.co/pDVFidjuP3 https://t.co/GA5oXyiqcm https://t.co/SspYEdts9G,Queen cancels Prince Andrew 's 60th birthday party,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,2,4PawShop,False,nottheonion,,Canada,
1198694626678464512,Sun Nov 24 20:07:24 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TheMossadIL: @ADL @SachaBaronCohen Of course our thoughts are in line with SBC's. 
How can we possibly be an effective parody account i…",Of course thoughts line SBC 's How possibly effective parody account i…,"Sentiment(polarity=0.6, subjectivity=0.8)",0.6,0.8,en,0,6,JesseMushroom,,,"TheMossadIL, ADL, SachaBaronCohen",Argentina viviendo en México,
1198680737056079872,Sun Nov 24 19:12:12 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LAist: Area man launches @la_avocado — The Onion for LA https://t.co/EEgmEDqR5D

#NotTheOnion https://t.co/MEWBL7ZDSk",Area man launches — The Onion LA,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,Hubert_Wong2,False,NotTheOnion,"LAist, la_avocado",,
1198676161359794176,Sun Nov 24 18:54:01 +0000 2019,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","A spice retailer is spending more on pro-impeachment Facebook ads than anyone else. (#nottheonion ?)
https://t.co/VXLeIrEdth",A spice retailer spending pro-impeachment Facebook ads anyone else,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,KinjarapuSriram,False,nottheonion,,Chennai,
1198650478512365570,Sun Nov 24 17:11:58 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LAist: Area man launches @la_avocado — The Onion for LA https://t.co/EEgmEDqR5D

#NotTheOnion https://t.co/MEWBL7ZDSk",Area man launches — The Onion LA,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,AnActingAngel,False,NotTheOnion,"LAist, la_avocado","Los Angeles, California",
1198646730155122689,Sun Nov 24 16:57:04 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @LAist: Area man launches @la_avocado — The Onion for LA https://t.co/EEgmEDqR5D

#NotTheOnion https://t.co/MEWBL7ZDSk",Area man launches — The Onion LA,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,OfCovina,False,NotTheOnion,"LAist, la_avocado",,
1198645207094505472,Sun Nov 24 16:51:01 +0000 2019,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","Area man launches @la_avocado — The Onion for LA https://t.co/EEgmEDqR5D

#NotTheOnion https://t.co/MEWBL7ZDSk",Area man launches — The Onion LA,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,16,4,LAist,False,NotTheOnion,la_avocado,Los Angeles,
1198608899307388929,Sun Nov 24 14:26:45 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",That's it. That's the tweet. #NotTheOnion https://t.co/jeayP30L3X,That 's That 's tweet,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,TheRealAllisonS,False,NotTheOnion,,"Houston, TX",
1198604612393193475,Sun Nov 24 14:09:43 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TheMossadIL: @ADL @SachaBaronCohen Of course our thoughts are in line with SBC's. 
How can we possibly be an effective parody account i…",Of course thoughts line SBC 's How possibly effective parody account i…,"Sentiment(polarity=0.6, subjectivity=0.8)",0.6,0.8,en,0,6,YorkshireIsrael,,,"TheMossadIL, ADL, SachaBaronCohen",Yorkshire,
1198500800466685952,Sun Nov 24 07:17:12 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@ADL @SachaBaronCohen Of course our thoughts are in line with SBC's. 
How can we possibly be an effective parody ac… https://t.co/DWnqcm3wVu",Of course thoughts line SBC 's How possibly effective parody ac…,"Sentiment(polarity=0.6, subjectivity=0.8)",0.6,0.8,en,48,6,TheMossadIL,,,"ADL, SachaBaronCohen",Israel,
1198431604630315008,Sun Nov 24 02:42:14 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @StarCoreOne02: Did y’all consult the same witches for this article? #NotTheOnion https://t.co/7G9DwUbFou,Did ’ consult witches article,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,SmokeNMirrors71,False,NotTheOnion,StarCoreOne02,,
1198428962323652608,Sun Nov 24 02:31:45 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @StarCoreOne02: Did y’all consult the same witches for this article? #NotTheOnion https://t.co/7G9DwUbFou,Did ’ consult witches article,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,KandiRider,False,NotTheOnion,StarCoreOne02,Minnesota. God Bless America,
1198428839698931714,Sun Nov 24 02:31:15 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @StarCoreOne02: Did y’all consult the same witches for this article? #NotTheOnion https://t.co/7G9DwUbFou,Did ’ consult witches article,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,THE_DAILY_BLEAT,True,NotTheOnion,StarCoreOne02,,
1198427669148372994,Sun Nov 24 02:26:36 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @StarCoreOne02: Did y’all consult the same witches for this article? #NotTheOnion https://t.co/7G9DwUbFou,Did ’ consult witches article,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,comcast66,False,NotTheOnion,StarCoreOne02,Pompano Beach Florida 🌴,
1198427337051783169,Sun Nov 24 02:25:17 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Did y’all consult the same witches for this article? #NotTheOnion https://t.co/7G9DwUbFou,Did ’ consult witches article,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,2,4,StarCoreOne02,False,NotTheOnion,,Mother Box,
1198363831178792962,Sat Nov 23 22:12:56 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Holli_Rox: This Onion piece is hilarious. 

#nottheOnion

https://t.co/wBiw3YKOh1",This Onion piece hilarious,"Sentiment(polarity=0.5, subjectivity=1.0)",0.5,1.0,en,0,1,FARINERO,False,nottheOnion,Holli_Rox,,
1198357694140289026,Sat Nov 23 21:48:33 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","This Onion piece is hilarious. 

#nottheOnion

https://t.co/wBiw3YKOh1",This Onion piece hilarious,"Sentiment(polarity=0.5, subjectivity=1.0)",0.5,1.0,en,1,1,Holli_Rox,False,nottheOnion,,,
1198353073892155398,Sat Nov 23 21:30:11 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",@psychdr100 @nicolejames #NotTheOnion. She looks like Ralphie in his Easter bunny outfit from Aunt Clara.,She looks like Ralphie Easter bunny outfit Aunt Clara,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,tomjoads_ghost,,NotTheOnion,"psychdr100, nicolejames","End of the Earth, turn left.",
1198289276980494337,Sat Nov 23 17:16:41 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This story 😂 #NotTheOnion https://t.co/bRUixQEtNC,This story,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,2,0,burywite,False,NotTheOnion,,Southern California,
1198270564143521793,Sat Nov 23 16:02:19 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Today in #NotTheOnion

https://t.co/4nBYX6i1mI",Today,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,SergeNuffler,False,NotTheOnion,,,
1198231317567160323,Sat Nov 23 13:26:22 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@refuturing My thought exactly when I read/saw that. #nottheonion,My thought exactly I read/saw,"Sentiment(polarity=0.25, subjectivity=0.25)",0.25,0.25,en,0,0,moravec,,nottheonion,refuturing,john@educationfutures.com,
1198220785933938689,Sat Nov 23 12:44:31 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",RT @4PawShop: #nottheonion Worker who raised alarm before deadly New Orleans hotel collapse to be deported https://t.co/aNtx3Cvz7N https://…,Worker raised alarm deadly New Orleans hotel collapse deported https //…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,2,hellogadget_st,False,nottheonion,4PawShop,Canada,
1198220160110231552,Sat Nov 23 12:42:02 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",RT @4PawShop: #nottheonion Worker who raised alarm before deadly New Orleans hotel collapse to be deported https://t.co/aNtx3Cvz7N https://…,Worker raised alarm deadly New Orleans hotel collapse deported https //…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,2,PokerCenter,False,nottheonion,4PawShop,Germany/Deutschland,
1198220035992371200,Sat Nov 23 12:41:33 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",#nottheonion Worker who raised alarm before deadly New Orleans hotel collapse to be deported… https://t.co/yUSGXh3i7u,Worker raised alarm deadly New Orleans hotel collapse deported…,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.13636363636363635,0.45454545454545453,en,0,2,4PawShop,False,nottheonion,,Canada,
1198078021296623617,Sat Nov 23 03:17:14 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Store called DOLLAR TREE selling drugs made on the cheap. #nottheonion  https://t.co/BH1b9OALwn,Store called DOLLAR TREE selling drugs made cheap,"Sentiment(polarity=0.4, subjectivity=0.7)",0.4,0.7,en,1,0,jeremyfaust,False,nottheonion,,"Boston, MA",
1198051133534752768,Sat Nov 23 01:30:23 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",#NotTheOnion ‘Nonpartisan Uno’ Cards Now Available for Easily Triggered People https://t.co/0aTSxKPEof,‘ Nonpartisan Uno ’ Cards Now Available Easily Triggered People,"Sentiment(polarity=0.4166666666666667, subjectivity=0.6166666666666667)",0.4166666666666667,0.6166666666666667,en,0,0,_NCPatriot_,False,NotTheOnion,,Proud North Carolinian,
1197953231759917056,Fri Nov 22 19:01:22 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @StreetsblogLA: Today in #NotTheOnion https://t.co/dPAoPpampr,Today,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,3,cindyciita,False,NotTheOnion,StreetsblogLA,LA MADE,
1197952864800272385,Fri Nov 22 18:59:54 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @StreetsblogLA: Today in #NotTheOnion https://t.co/dPAoPpampr,Today,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,3,PalmsArt,False,NotTheOnion,StreetsblogLA,"Palms, Los Angeles",
1197949673065058305,Fri Nov 22 18:47:13 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","What the actual fuck.
#notTheOnion https://t.co/zm5ExxoEdF",What actual fuck,"Sentiment(polarity=-0.2, subjectivity=0.35)",-0.2,0.35,en,2,1,NTKOMidwife,False,notTheOnion,,,
1197944300513841152,Fri Nov 22 18:25:52 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @StreetsblogLA: Today in #NotTheOnion https://t.co/dPAoPpampr,Today,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,3,RadioJusticeLA,False,NotTheOnion,StreetsblogLA," SoCal, CA",
1197940327119646720,Fri Nov 22 18:10:05 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Today in #NotTheOnion https://t.co/dPAoPpampr,Today,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,2,3,StreetsblogLA,False,NotTheOnion,,"Los Angeles, California",
1197922408616861698,Fri Nov 22 16:58:53 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Yes, the Lieutenant Governor of Texas, @DanPatrick actually said the 2020 election, an election in a country that w… https://t.co/OqflYt8yD3",Yes Lieutenant Governor Texas actually said 2020 election election country w…,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,en,1,0,RenaissanceXM,False,,DanPatrick,"Austin, TX",
1197916361701224448,Fri Nov 22 16:34:51 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ShepKyred: I thought this was satire at first. But nope, it's legit. #NotTheOnion
https://t.co/cj75zf27oq https://t.co/AkaoZkN5y5",I thought satire first But nope 's legit,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333,en,0,1,SorrenRed,False,NotTheOnion,ShepKyred,,
1197766575719407617,Fri Nov 22 06:39:39 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I thought this was satire at first. But nope, it's legit. #NotTheOnion
https://t.co/cj75zf27oq https://t.co/AkaoZkN5y5",I thought satire first But nope 's legit,"Sentiment(polarity=0.25, subjectivity=0.3333333333333333)",0.25,0.3333333333333333,en,4,1,ShepKyred,False,NotTheOnion,,"Florida, USA",
1197718806681935873,Fri Nov 22 03:29:50 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Comedy Gold

#nottheonion https://t.co/aORYQ3XMtp",Comedy Gold,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,peterstocking,False,nottheonion,,"Belmont Shore, California",
1197698598785302528,Fri Nov 22 02:09:32 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","RT @4PawShop: #nottheonion Fake guns banned in Downtown Las Vegas district, but real guns are OK https://t.co/PtrMEvcxJp https://t.co/GA5oX…",Fake guns banned Downtown Las Vegas district real guns OK,"Sentiment(polarity=0.06666666666666667, subjectivity=0.6)",0.06666666666666667,0.6,en,0,2,PokerCenter,False,nottheonion,4PawShop,Germany/Deutschland,
1197698227585220608,Fri Nov 22 02:08:04 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","RT @4PawShop: #nottheonion Fake guns banned in Downtown Las Vegas district, but real guns are OK https://t.co/PtrMEvcxJp https://t.co/GA5oX…",Fake guns banned Downtown Las Vegas district real guns OK,"Sentiment(polarity=0.06666666666666667, subjectivity=0.6)",0.06666666666666667,0.6,en,0,2,hellogadget_st,False,nottheonion,4PawShop,Canada,
1197698110497017856,Fri Nov 22 02:07:36 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","#nottheonion Fake guns banned in Downtown Las Vegas district, but real guns are OK https://t.co/PtrMEvcxJp… https://t.co/3y4kRKQzF3",Fake guns banned Downtown Las Vegas district real guns OK,"Sentiment(polarity=0.06666666666666667, subjectivity=0.6)",0.06666666666666667,0.6,en,0,2,4PawShop,False,nottheonion,,Canada,
1197670058887016448,Fri Nov 22 00:16:08 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Democrat debate: Biden said you have to 'keep punching' domestic violence #NotTheOnion  https://t.co/J4Ics8hKtn,Democrat debate Biden said 'keep punching domestic violence,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,en,0,0,JonoH,False,NotTheOnion,,Abu Dhabi,
1197619192339554310,Thu Nov 21 20:54:00 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@TheOnion #nottheonion 

...oh no wait.",... oh wait,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,1,0,ZachsMind,,nottheonion,TheOnion,"Dallas, TX",
1197584021267664902,Thu Nov 21 18:34:15 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",This is #nottheonion https://t.co/tSzrAth67v,This,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,graemeturnernl,False,nottheonion,,"Waterloo, Ontario",
1197558970971557888,Thu Nov 21 16:54:42 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","And it's to commemorate Human Rights day!

#nottheonion",And 's commemorate Human Rights day,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,en,0,0,jamalghosn,,nottheonion,,Ex-Beirut?,
1197539049872986118,Thu Nov 21 15:35:33 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","“No man has a right to raise a hand to a woman in anger other than in self-defense, and that rarely ever occurs. So… https://t.co/jBR4hfFRAN",“ No man right raise hand woman anger self-defense rarely ever occurs So…,"Sentiment(polarity=-0.03809523809523809, subjectivity=0.5452380952380952)",-0.03809523809523809,0.5452380952380952,en,4,0,P1stolPeet,,,,Hyrule,
1197527190713356288,Thu Nov 21 14:48:25 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","This is the modern @GOP. Blocking the reauthorization of the Violence Against Women Act… seriously. 

#NotTheOnion https://t.co/n5pVlT8C0e",This modern Blocking reauthorization Violence Against Women Act… seriously,"Sentiment(polarity=-0.06666666666666665, subjectivity=0.4833333333333333)",-0.06666666666666665,0.4833333333333333,en,1,0,a35mmlife,False,NotTheOnion,GOP,NYC(ish) || LA(ish),
1197527104776265732,Thu Nov 21 14:48:05 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",RT @4PawShop: #nottheonion Biden said you have to 'keep punching' to address domestic violence https://t.co/OQTHUYIejU https://t.co/GA5oXyA…,Biden said 'keep punching address domestic violence,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,en,0,2,PokerCenter,False,nottheonion,4PawShop,Germany/Deutschland,
1197526988765962240,Thu Nov 21 14:47:37 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",#nottheonion Biden said you have to 'keep punching' to address domestic violence https://t.co/OQTHUYIejU… https://t.co/z22bu87G3F,Biden said 'keep punching address domestic violence,"Sentiment(polarity=0.0, subjectivity=0.1)",0.0,0.1,en,0,2,4PawShop,False,nottheonion,,Canada,
1197512469847126016,Thu Nov 21 13:49:56 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Dept. Of Becoming Too Close to Your Subject: “Organized Crime Scholar Accused of Laundering Millions” #nottheonion https://t.co/hovmaaB6BU,Dept Of Becoming Too Close Your Subject “ Organized Crime Scholar Accused Laundering Millions ”,"Sentiment(polarity=0.14166666666666666, subjectivity=0.5916666666666667)",0.14166666666666666,0.5916666666666667,en,0,0,MiriamLaugesen,False,nottheonion,,"New York, NY",
1197506567651938304,Thu Nov 21 13:26:28 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","RT @jjabbott: #NotTheOnion 

""Sen. Scott Martin, R-Lancaster, who sponsored a Senate version of the bill, made a slippery slope argument, s…",`` Sen. Scott Martin R-Lancaster sponsored Senate version bill made slippery slope argument s…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,2,bwaxman,,NotTheOnion,jjabbott,"Philadelphia, PA",
1197506518423363584,Thu Nov 21 13:26:17 +0000 2019,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","#NotTheOnion 

""Sen. Scott Martin, R-Lancaster, who sponsored a Senate version of the bill, made a slippery slope a… https://t.co/syOPITTwza",`` Sen. Scott Martin R-Lancaster sponsored Senate version bill made slippery slope a…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,8,2,jjabbott,False,NotTheOnion,,Pennsylvania,
1197486173977006081,Thu Nov 21 12:05:26 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","1| And in this instalment of ""why you so weird, #Germany?"",#feminist pop culture outlet, @Missy_Magazine, cancels… https://t.co/CeTxDmHpon",1| And instalment `` weird `` pop culture outlet cancels…,"Sentiment(polarity=-0.5, subjectivity=1.0)",-0.5,1.0,en,0,0,TaliShapiro,False,"Germany, feminist",Missy_Magazine,Palestine,
1197485695662575617,Thu Nov 21 12:03:32 +0000 2019,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @CindyErmus: In case you didn't already know who added Alabama to the storm's path during Hurricane Dorian 😂😭 #SharpieStrikesAgain #Nott…,In case n't already know added Alabama storm 's path Hurricane Dorian …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,JulieYAli,,SharpieStrikesAgain,CindyErmus,,
1197471843705393152,Thu Nov 21 11:08:30 +0000 2019,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","What a strange world we live in... #NotTheOnion ""Oxy Pure sells 15-minute sessions of fresh air""  https://t.co/ur3m8BHXMi via @MorningBrew",What strange world live ... `` Oxy Pure sells 15-minute sessions fresh air '' via,"Sentiment(polarity=0.15016233766233766, subjectivity=0.4125)",0.15016233766233766,0.4125,en,0,0,AlexLPethick,False,NotTheOnion,MorningBrew,United States,
1197467032637313024,Thu Nov 21 10:49:23 +0000 2019,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",These need to start coming with a #NotTheOnion watermark and hashtag. https://t.co/uBNZ8eO5oS,These need start coming watermark hashtag,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Drizztdj,False,NotTheOnion,,Minneapolis,
1197409640868438016,Thu Nov 21 07:01:19 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @CindyErmus: In case you didn't already know who added Alabama to the storm's path during Hurricane Dorian 😂😭 #SharpieStrikesAgain #Nott…,In case n't already know added Alabama storm 's path Hurricane Dorian …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,4,AVerzea,,SharpieStrikesAgain,CindyErmus,"Montreal, Canada",
1197401802926366721,Thu Nov 21 06:30:11 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @AbeerSyedah: This hour in #NotTheOnion: 

Biden says the best way to end violence against women is to “keep punching at it, punching at…",This hour Biden says best way end violence women “ keep punching punching at…,"Sentiment(polarity=1.0, subjectivity=0.3)",1.0,0.3,en,0,11,rennion,,NotTheOnion,AbeerSyedah,"Minneapolis, MN",
1197388924517322754,Thu Nov 21 05:39:00 +0000 2019,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I still can’t get over this. #NotTheOnion https://t.co/Wr0ue00zGu,I still ’ get,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0,en,0,0,Tara_Quinn,False,NotTheOnion,,"Brooklyn, NY","[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]"
1197383819143393281,Thu Nov 21 05:18:43 +0000 2019,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","“That was so long ago. No one will know that.”

I can't tell what's worse, the studio exec thinking no one would no… https://t.co/2ULIwEdiNv",“ That long ago No one know that. ” I ca n't tell 's worse studio exec thinking one would no…,"Sentiment(polarity=-0.225, subjectivity=0.5)",-0.225,0.5,en,1,0,nannerbs,False,,,Toronto,
1197382652250079232,Thu Nov 21 05:14:05 +0000 2019,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",RT @4PawShop: #nottheonion Julia Roberts 'was first choice' to play black abolitionist Harriet Tubman https://t.co/AtsxCbtiJT https://t.co/…,Julia Roberts 'was first choice play black abolitionist Harriet Tubman,"Sentiment(polarity=0.04166666666666667, subjectivity=0.3833333333333333)",0.04166666666666667,0.3833333333333333,en,0,2,PokerCenter,False,nottheonion,4PawShop,Germany/Deutschland,
